conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,sentiment,cleaned_text
1940979727961149516,Fri Jul 04 03:43:23 +0000 2025,0,Yang punya keyboard rapid trigger please enlighten me aku lupa settingan RT buat valorant :( https://t.co/IsWnEWVI5V,1940979727961149516,https://pbs.twimg.com/media/Gu--xMOb0AES-Ke.jpg,,in,,0,0,0,https://x.com/undefined/status/1940979727961149516,720483919,,negatif,keyboard rapid trigger please enlighten lupa settingan valorant httpstcoiswnewvi5v
1940966466272280883,Fri Jul 04 02:50:41 +0000 2025,0,[ENG SUB] Kuzuha and Ririmu bickering in Valorant ft. Kanae who mutes th... https://t.co/bUWubGXx9c via @YouTube,1940966466272280883,,,in,,0,0,0,https://x.com/undefined/status/1940966466272280883,1440932387358068740,,positif,eng sub kuzuha and ririmu bickering valorant kanae who mutes httpstcobuwubgxx9c via youtube
1940956098368098460,Fri Jul 04 02:09:29 +0000 2025,0,tumben gercep 20hari sebelum battlepass abis mau ada apa?,1940956098368098460,,,in,,0,0,0,https://x.com/undefined/status/1940956098368098460,4820925564,,positif,tumben gercep 20hari battlepass abis
1940949859865186729,Fri Jul 04 01:45:27 +0000 2025,0,kapan ya aku cari temen di akun ini yang bermain valorant walaupun aku cupu di valorant tapi aku mau pumya teman di vslorsntdts,1940950047702790368,,chateauce,in,,0,0,0,https://x.com/undefined/status/1940950047702790368,1763302497094115328,,negatif,cari temen akun main valorant cupu valorant pumya teman vslorsntdts
1940947156254577079,Fri Jul 04 01:33:57 +0000 2025,0,REAVER KNIFE PLS. Tapi cepet banget dah kok udah NM lagi. https://t.co/gQtieeYW5y,1940947156254577079,https://pbs.twimg.com/tweet_video_thumb/Gu-hJSyb0AEWmiQ.jpg,,in,,0,0,0,https://x.com/undefined/status/1940947156254577079,4839982707,,negatif,reaver knife pls cepet banget dah udah httpstcogqtieeyw5y
1940942194841735221,Fri Jul 04 01:14:14 +0000 2025,2,DPI 800 IN 0.3 #valorant https://t.co/D7kof8hrgt,1940942194841735221,https://pbs.twimg.com/amplify_video_thumb/1940939051655176192/img/2eBzD_HXXUozFd6w.jpg,,in,,0,0,0,https://x.com/undefined/status/1940942194841735221,1635607429126950912,,positif,dpi 800 valorant httpstcod7kof8hrgt
1763736351122637227,Fri Jul 04 01:03:35 +0000 2025,0,- WTS / DIJUAL AKUN VALORANT https://t.co/lvHiWB2It9,1940939514408771725,,TAVERNx,in,,0,0,0,https://x.com/undefined/status/1940939514408771725,1524160530440912896,,positif,wts jual akun valorant httpstcolvhiwb2it9
1940934154163568896,Fri Jul 04 00:42:17 +0000 2025,8,Chuka Nacua playing valorant https://t.co/9XIQHX2Nnf,1940934154163568896,https://pbs.twimg.com/media/Gu-VU5qWMAA_m6a.jpg,,in,,1,1,1,https://x.com/undefined/status/1940934154163568896,1304025741185568768,,positif,chuka nacua playing valorant httpstco9xiqhx2nnf
1940395640665878616,Fri Jul 04 00:17:28 +0000 2025,0,@izlav1sh @RageVLR @MasKFPS @ItsGamerDoc @VALORANT @riotgames @trashhead00 Sahi keh raha hai vo,1940927907771437548,,izlav1sh,in,,0,0,0,https://x.com/undefined/status/1940927907771437548,1333043238085689344,,positif,izlav1sh ragevlr maskfps itsgamerdoc valorant riotgames trashhead00 sahi keh raha hai
1940920683028271504,Thu Jul 03 23:48:46 +0000 2025,0,timeout perubah nasib comeback paling legend di tourney valorant.,1940920683028271504,,,in,,0,0,0,https://x.com/undefined/status/1940920683028271504,1525290235600707584,,negatif,timeout ubah nasib comeback legend tourney valorant
1940910144193548519,Thu Jul 03 23:06:53 +0000 2025,1,omg pernah g sie kalian pusing bgt gbs aim di osu valorant kalah mulu banyak tugas pgn dantung giri tb2 amasugite torokeru kyarameru hebun nitchimo satchimo tattemo sa irarenai oh yeah!:3333,1940910144193548519,,,in,,0,0,0,https://x.com/undefined/status/1940910144193548519,1749270948283572224,,positif,omg sie pusing bgt gbs aim osu valorant kalah mulu tugas pgn dantung giri tb2 amasugite torokeru kyarameru hebun nitchimo satchimo tattemo irarenai yeah3333
1940910100388147401,Thu Jul 03 23:06:42 +0000 2025,0,lakimu kesurupan apa jir suruh e-dating aja di valorant bisa ga,1940910100388147401,,,in,,0,0,0,https://x.com/undefined/status/1940910100388147401,1782009118058000384,,positif,laki surup jir suruh edating aja valorant
1940903252448760090,Thu Jul 03 22:39:30 +0000 2025,0,cepet bgt?,1940903252448760090,,,in,,0,0,0,https://x.com/undefined/status/1940903252448760090,1516436237527449603,,positif,cepet bgt
1940900705826640274,Thu Jul 03 22:29:23 +0000 2025,0,YA PURFO JUGAR VALORANT SIII https://t.co/hhltf2McxX,1940900705826640274,https://pbs.twimg.com/media/Gu925ZhW8AAoewC.jpg,,in,,0,0,0,https://x.com/undefined/status/1940900705826640274,1639014392460083203,,negatif,purfo jugar valorant siii httpstcohhltf2mcxx
1940767977814802640,Thu Jul 03 13:41:58 +0000 2025,0,valorant P3 87rr~ https://t.co/68HIrT5DTq,1940767977814802640,,,in,,0,0,0,https://x.com/undefined/status/1940767977814802640,1413549095029932038,,positif,valorant 87rr httpstco68hirt5dtq
1940757779435999681,Thu Jul 03 13:24:18 +0000 2025,0,@teamrrqofficial @TEC_Valorant Semoga menang ya kawan ,1940763534293700608,,teamrrqofficial,in,,0,1,0,https://x.com/undefined/status/1940763534293700608,1561522303703588864,,negatif,teamrrqofficial tec valorant moga menang kawan
1940757779435999681,Thu Jul 03 13:20:55 +0000 2025,0,@teamrrqofficial @TEC_Valorant streaming dmn min,1940762681881120804,,teamrrqofficial,in,,0,0,0,https://x.com/undefined/status/1940762681881120804,1178443217575899136,,negatif,teamrrqofficial tec valorant streaming dmn min
1940759649911033928,Thu Jul 03 13:08:52 +0000 2025,0,valorant parin nasa utak https://t.co/9lhmioOQD3,1940759649911033928,https://pbs.twimg.com/media/Gu72ncEaUAAt8Oq.jpg,,in,,0,0,0,https://x.com/undefined/status/1940759649911033928,1511177599153713155,,negatif,valorant parin nasa utak httpstco9lhmiooqd3
1940757810306076799,Thu Jul 03 13:01:34 +0000 2025,5,【OW2】DPSDPS　lalalalala【KP】 https://t.co/WMTi41O903 #APEX #モンハン #カスタム募集 #オーバーウォッチ2 #スロリバ #valorant #fallguys #minecraft #Twitch配信者さんと繋がりたい,1940757810306076799,,,in,,0,0,0,https://x.com/undefined/status/1940757810306076799,1286168142817853440,,negatif,ow2dpsdpslalalalalakp httpstcowmti41o903 apex valorant fallguys minecraft twitch
1940710747497168989,Thu Jul 03 12:38:58 +0000 2025,4,@adinduhhh betul walau valorant sama aja masih ada misogynist dari CS setidaknya valorant lebih friendly untuk gender selain laki-laki I still hate that I like valorant,1940752125744865463,,adinduhhh,in,,0,0,0,https://x.com/undefined/status/1940752125744865463,1069474648734093313,,negatif,adinduhhh valorant aja misogynist valorant friendly gender lakilaki still hate that like valorant
1940749904940617832,Thu Jul 03 12:30:09 +0000 2025,2,tap tap #VALORANT https://t.co/8hLP4bwQYI,1940749904940617832,https://pbs.twimg.com/amplify_video_thumb/1940749787890176000/img/rZibqcXgLXNJwfGY.jpg,,in,,0,0,0,https://x.com/undefined/status/1940749904940617832,1913823490450563072,,negatif,tap tap valorant httpstco8hlp4bwqyi
1940748108620878137,Thu Jul 03 12:23:01 +0000 2025,0,Jamu anti lose compe valorant ada kah?,1940748108620878137,,,in,,0,0,0,https://x.com/undefined/status/1940748108620878137,1006119345716465664,,positif,jamu anti lose compe valorant kah
1940746631055651125,Thu Jul 03 12:17:08 +0000 2025,0,valorant menarik banget sih tapi aku belum ngerti,1940746631055651125,,,in,,0,0,0,https://x.com/undefined/status/1940746631055651125,2685385872,,negatif,valorant tarik banget sih ngerti
1940715281384661188,Thu Jul 03 12:05:58 +0000 2025,0,@treiisure @teamrrqofficial @TEC_Valorant HADOOOOH EWCCCCC,1940743817860423938,,treiisure,in,,0,0,0,https://x.com/undefined/status/1940743817860423938,1690507310433734657,,positif,treiisure teamrrqofficial tec valorant hadooooh ewccccc
1940715281384661188,Thu Jul 03 12:04:50 +0000 2025,0,@bobohokontz @teamrrqofficial @TEC_Valorant Biasanya di vlr dikabarin tp ini ga ada samsek loh platform nya kosong,1940743534308708640,,bobohokontz,in,,0,1,0,https://x.com/undefined/status/1940743534308708640,1004117022,,positif,bobohokontz teamrrqofficial tec valorant vlr dikabarin samsek loh platform nya kosong
1940725667433533954,Thu Jul 03 12:03:35 +0000 2025,0,@Skytea_34 @kurinkishi07 keknya ewc valorant yang vs TEC deh gua juga tiba tiba ilang postnya,1940743220599968081,,Skytea_34,in,,0,0,0,https://x.com/undefined/status/1940743220599968081,1690507310433734657,,positif,skytea 34 kurinkishi07 kek ewc valorant tec deh gua ilang postnya
1940715281384661188,Thu Jul 03 11:59:07 +0000 2025,0,@treiisure @teamrrqofficial @TEC_Valorant pengalamanku di turnamen turnamen esport lain biasanya dia nyediain banyak stream kak kayak Main A Main B Main C Main D . agak aneh aja sebenernya kalo main event ga disiarin tapi emea sama americas pas qualifier di-broadcast. semoga aja distream sih ya,1940742095473713180,,treiisure,in,,0,1,0,https://x.com/undefined/status/1940742095473713180,1690507310433734657,,negatif,treiisure teamrrqofficial tec valorant alam turnamen turnamen esport nyediain stream kak kayak main main main main aneh aja sebenernya kalo main event disiarin emea americas pas qualifier dibroadcast moga aja distream sih
1940728812796629041,Thu Jul 03 11:06:20 +0000 2025,1,BYE BYE GIM JLEG ALIAS VALORANT (tp ttp luv) AKU MAU MENJAUH DARI VALORANT DULU (3 hari doang si),1940728812796629041,,,in,,0,1,0,https://x.com/undefined/status/1940728812796629041,1771448447000018944,,negatif,bye bye gim jleg alias valorant ttp luv valorant doang
1940715281384661188,Thu Jul 03 11:05:57 +0000 2025,0,@bobohokontz @teamrrqofficial @TEC_Valorant Emang bakalan ada streamnya? Di vlr bo3 dan 10pertsndingan sehari susah buat di stream deh https://t.co/s5pdx8CY4R,1940728714830201245,https://pbs.twimg.com/media/Gu7aesdaQAAH2x3.jpg,bobohokontz,in,,0,1,0,https://x.com/undefined/status/1940728714830201245,1004117022,,negatif,bobohokontz teamrrqofficial tec valorant emang streamnya vlr bo3 10pertsndingan susah stream deh httpstcos5pdx8cy4r
1940727121607118970,Thu Jul 03 10:59:37 +0000 2025,0,nabung buat beli pc spek ganteng lagaknya buat main valorant/genshin. padahal aslinya mau grinding kebun,1940727121607118970,,,in,,0,1,0,https://x.com/undefined/status/1940727121607118970,1152124555315441664,,negatif,nabung beli spek ganteng lagak main valorantgenshin asli grinding kebun
1940715281384661188,Thu Jul 03 10:52:00 +0000 2025,0,@teamrrqofficial @TEC_Valorant di vlr gg BO3 tapi kenapa beberapa resource nyebutnya BO1 terus streamnya bakal gimana ini? BO3 jadwalnya pasti overlap karena semua group selisih 1 jam beruntun buat match 1 nya menggokil dah semoga menang dan lanjut kita ke playoffs NO MORE FUMBLE GUYS,1940725205389004958,,teamrrqofficial,in,,0,1,0,https://x.com/undefined/status/1940725205389004958,1690507310433734657,,positif,teamrrqofficial tec valorant vlr bo3 resource nyebutnya bo1 streamnya gimana bo3 jadwal overlap group selisih jam untun match nya menggokil dah moga menang playoffs more fumble guys
1940721611067580699,Thu Jul 03 10:37:43 +0000 2025,0, TOPUP ALL GAME MURAH‼️ Proses CEPAT &amp; OTOMATIS 24 JAM MLBB FF PUBG Valorant Steam &amp; lainnya Bayar via QRIS / E-Wallet / Transfer Ketik: list Order via BOT: https://t.co/YfjND1UsvV Legal Terintegrasi API Digiflazz #zonauang #zonajajan️️ https://t.co/HTWQ8rIjBn,1940721611067580699,https://pbs.twimg.com/media/Gu7TtiBb0AEQg44.jpg,,in,,0,0,1,https://x.com/undefined/status/1940721611067580699,1094317627055386624,,negatif,topup all game murah proses cepat amp otomatis jam mlbb pubg valorant steam amp bayar via qris ewallet transfer ketik list order via bot httpstcoyfjnd1usvv legal integrasi api digiflazz zonauang zonajajan httpstcohtwq8rijbn
1940715120923127835,Thu Jul 03 10:37:03 +0000 2025,1,@kakumeikakai Selam sana imparator,1940721444750770624,,kakumeikakai,in,,0,0,0,https://x.com/undefined/status/1940721444750770624,1755960485470461952,,negatif,kakumeikakai selam imparator
1940721387834167448,Thu Jul 03 10:36:50 +0000 2025,0,gw nanya chatgpt dreamies as valorant agent si jisung tu sentinel kyk killjoy chenle itu duelist kyk raze meanwhile di lore nya raze kj itu pacaran gw hrs apa dgn fakta yg penuh kebetulan ini,1940721387834167448,,,in,,0,0,0,https://x.com/undefined/status/1940721387834167448,881322474415153152,,positif,nanya chatgpt dreamies valorant agent jisung sentinel kyk killjoy chenle duelist kyk raze meanwhile lore nya raze pacar hrs dgn fakta penuh
1940690765782700351,Thu Jul 03 08:45:05 +0000 2025,5,@FWB_Alterian Aku pb sama valorant,1940693264975515728,,FWB_Alterian,in,,0,0,0,https://x.com/undefined/status/1940693264975515728,1452162847815782405,,positif,fwb alterian valorant
1940675488890212599,Thu Jul 03 07:34:27 +0000 2025,0,Wts wtb account valorant No take fe Rekber tokvalo Sisa vp masih 5k Tanya harga/nego bisa dm Bantu repost pls https://t.co/m1d0bV4CvR,1940675488890212599,https://pbs.twimg.com/media/Gu6qEm7b0AANzAB.jpg,,in,,1,1,2,https://x.com/undefined/status/1940675488890212599,1550519775025328128,,positif,wts wtb account valorant take rekber tokvalo sisa harganego bantu repost pls httpstcom1d0bv4cvr
1940672134118101479,Thu Jul 03 07:21:07 +0000 2025,4,Billyeoon Goyangi valorant highlight#2 0.2~0.5 #VALORANT https://t.co/7S9abKCW35,1940672134118101479,https://pbs.twimg.com/amplify_video_thumb/1940671251040587778/img/V98RGL0_nij2lVQe.jpg,,in,,0,0,0,https://x.com/undefined/status/1940672134118101479,1489230957198471173,,negatif,billyeoon goyang valorant highlight2 0205 valorant httpstco7s9abkcw35
1940667505099657652,Thu Jul 03 07:02:43 +0000 2025,0,tersesat di bumi alpha - special edition : kabar angin bagian 2. #wattpad https://t.co/gYVtUm0jQv bahkan raja dari pacific tidak bisa lepas dari konsekuensi kegagalan. #synatyc #valorant #valorantindonesia #VCTPacific #fanfiction #LOREVALORANT #VALORANTMEMES https://t.co/8hMFzZIZf7,1940667505099657652,https://pbs.twimg.com/media/Gu6iZz9XQAAhtYj.png,,in,,0,1,0,https://x.com/undefined/status/1940667505099657652,1430826834891972608,,negatif,sesat bumi alpha special edition kabar angin wattpad httpstcogyvtum0jqv raja pacific lepas konsekuensi gagal synatyc valorant valorantindonesia vctpacific fanfiction lorevalorant valorantmemes httpstco8hmfzzizf7
1940666462068490306,Thu Jul 03 06:58:35 +0000 2025,0,Kayak logo Valorant,1940666462068490306,,,in,,0,0,0,https://x.com/undefined/status/1940666462068490306,1104241996284092418,,negatif,kayak logo valorant
1940661633891946936,Thu Jul 03 06:57:17 +0000 2025,0,@SchneckyIRL Valorant Stake-ModakMayank ️,1940666136259186901,,SchneckyIRL,in,,0,0,0,https://x.com/undefined/status/1940666136259186901,1713835893134655488,,positif,schneckyirl valorant stakemodakmayank
1940471443130929597,Thu Jul 03 06:49:45 +0000 2025,0,@aaliyahvtuber_ valorant hehehhe,1940664241650078178,,aaliyahvtuber_,in,,0,0,0,https://x.com/undefined/status/1940664241650078178,1846411799656386564,,positif,aaliyahvtuber valorant hehehhe
